ts,asset,items,status,status_time,power_avg,cycle_time,alarm,product
2022-09-01 01:20:00+00:00,2,10.0,2.0,0.0,1.0,0.0,0,2
2022-09-01 01:20:00+00:00,1,8.0,2.0,29.0,1.0,0.0,0,1
2022-09-01 01:25:00+00:00,1,9.0,2.0,17.0,2.0,0.0,0,1
2022-09-01 01:25:00+00:00,2,5.0,2.0,20.0,1.0,0.0,0,2
2022-09-01 01:30:00+00:00,2,5.0,2.0,37.0,0.0,0.0,0,2
2022-09-01 01:30:00+00:00,0,8.0,2.0,0.0,6.0,0.0,0,0
2022-09-01 01:30:00+00:00,1,8.0,2.0,23.0,1.0,0.0,0,1
2022-09-01 01:35:00+00:00,1,8.0,2.0,19.0,1.0,0.0,0,1
2022-09-01 01:35:00+00:00,0,5.0,2.0,18.0,3.0,0.0,0,0
2022-09-01 01:40:00+00:00,0,4.0,2.0,33.0,3.0,0.0,0,0
2022-09-01 01:40:00+00:00,2,10.0,2.0,4.0,1.0,0.0,0,2
2022-09-01 01:40:00+00:00,1,8.0,2.0,21.0,1.0,0.0,0,1
2022-09-01 01:45:00+00:00,2,5.0,2.0,4.0,1.0,0.0,0,2
2022-09-01 01:45:00+00:00,1,8.0,2.0,16.0,1.0,0.0,0,1
2022-09-01 01:45:00+00:00,0,4.0,2.0,48.0,3.0,0.0,0,0
2022-09-01 01:50:00+00:00,2,6.0,2.0,22.0,0.0,0.0,0,2
2022-09-01 01:50:00+00:00,1,8.0,2.0,25.0,2.0,0.0,0,1
2022-09-01 01:55:00+00:00,2,5.0,2.0,38.0,0.0,0.0,0,2
2022-09-01 01:55:00+00:00,0,8.0,2.0,10.0,6.0,0.0,0,0
2022-09-01 01:55:00+00:00,1,8.0,2.0,27.0,1.0,0.0,0,1
2022-09-01 02:00:00+00:00,0,5.0,2.0,28.0,3.0,0.0,0,0
2022-09-01 02:00:00+00:00,1,8.0,2.0,39.0,1.0,0.0,0,1
2022-09-01 02:05:00+00:00,1,8.0,2.0,20.0,1.0,0.0,0,1
2022-09-01 02:05:00+00:00,0,4.0,2.0,44.0,3.0,0.0,0,0
2022-09-01 02:10:00+00:00,1,8.0,2.0,39.0,2.0,0.0,0,1
2022-09-01 02:10:00+00:00,2,5.0,2.0,11.0,1.0,0.0,0,2
2022-09-01 02:15:00+00:00,2,5.0,2.0,26.0,0.0,0.0,0,2
2022-09-01 02:15:00+00:00,0,8.0,2.0,3.0,5.0,0.0,0,0
2022-09-01 02:20:00+00:00,0,5.0,2.0,22.0,3.0,0.0,0,0
2022-09-01 02:20:00+00:00,2,6.0,2.0,34.0,1.0,0.0,0,2
2022-09-01 02:25:00+00:00,1,8.0,2.0,12.0,1.0,0.0,0,1
2022-09-01 02:25:00+00:00,2,5.0,2.0,48.0,0.0,0.0,0,2
2022-09-01 02:25:00+00:00,0,4.0,2.0,40.0,2.0,0.0,0,0
2022-09-01 02:30:00+00:00,1,8.0,2.0,12.0,1.0,0.0,0,1
2022-09-01 02:35:00+00:00,0,8.0,2.0,6.0,6.0,0.0,0,0
2022-09-01 02:35:00+00:00,2,6.0,2.0,45.0,0.0,0.0,0,2
2022-09-01 02:35:00+00:00,1,8.0,2.0,30.0,2.0,0.0,0,1
2022-09-01 02:40:00+00:00,1,8.0,2.0,22.0,1.0,0.0,0,1
2022-09-01 02:40:00+00:00,2,5.0,2.0,45.0,0.0,0.0,0,2
2022-09-01 02:40:00+00:00,0,5.0,2.0,21.0,3.0,0.0,0,0
2022-09-01 02:45:00+00:00,0,4.0,2.0,38.0,3.0,0.0,0,0
2022-09-01 02:45:00+00:00,1,8.0,2.0,22.0,1.0,0.0,0,1
2022-09-01 02:50:00+00:00,1,8.0,2.0,25.0,1.0,0.0,0,1
2022-09-01 02:50:00+00:00,2,10.0,2.0,1.0,1.0,0.0,0,2
2022-09-01 02:55:00+00:00,2,5.0,2.0,7.0,1.0,0.0,0,2
2022-09-01 03:00:00+00:00,1,15.0,2.0,19.0,3.0,0.0,0,1
2022-09-01 03:00:00+00:00,2,5.0,2.0,10.0,0.0,0.0,0,2
2022-09-01 03:00:00+00:00,0,4.0,2.0,17.0,3.0,0.0,0,0
2022-09-01 03:05:00+00:00,2,6.0,2.0,13.0,1.0,0.0,0,2
2022-09-01 03:05:00+00:00,0,5.0,2.0,34.0,3.0,0.0,0,0
2022-09-01 03:10:00+00:00,1,8.0,2.0,5.0,1.0,0.0,0,1
2022-09-01 03:10:00+00:00,2,5.0,2.0,28.0,0.0,0.0,0,2
2022-09-01 03:15:00+00:00,2,5.0,2.0,44.0,1.0,0.0,0,2
2022-09-01 03:15:00+00:00,0,8.0,2.0,2.0,6.0,0.0,0,0
2022-09-01 03:15:00+00:00,1,8.0,2.0,14.0,1.0,0.0,0,1
2022-09-01 03:20:00+00:00,1,8.0,2.0,27.0,2.0,0.0,0,1
2022-09-01 03:20:00+00:00,0,4.0,2.0,19.0,3.0,0.0,0,0
2022-09-01 03:25:00+00:00,1,8.0,2.0,30.0,1.0,0.0,0,1
2022-09-01 03:25:00+00:00,0,5.0,2.0,39.0,3.0,0.0,0,0
2022-09-01 03:25:00+00:00,2,10.0,2.0,2.0,1.0,0.0,0,2
2022-09-01 03:30:00+00:00,1,8.0,2.0,32.0,1.0,0.0,0,1
2022-09-01 03:30:00+00:00,2,5.0,2.0,15.0,0.0,0.0,0,2
2022-09-01 03:35:00+00:00,1,8.0,2.0,37.0,1.0,0.0,0,1
2022-09-01 03:35:00+00:00,0,8.0,2.0,6.0,6.0,0.0,0,0
2022-09-01 03:35:00+00:00,2,6.0,2.0,25.0,0.0,0.0,0,2
2022-09-01 03:40:00+00:00,0,4.0,2.0,25.0,3.0,0.0,0,0
2022-09-01 03:40:00+00:00,2,5.0,2.0,41.0,1.0,0.0,0,2
2022-09-01 03:45:00+00:00,1,15.0,2.0,0.0,3.0,0.0,0,1
2022-09-01 03:45:00+00:00,0,5.0,2.0,39.0,3.0,0.0,0,0
2022-09-01 03:45:00+00:00,2,5.0,2.0,45.0,0.0,0.0,0,2
2022-09-01 03:47:23+00:00,1,5.0,3.0,10.0,0.0,0.0,1,1
2022-09-01 03:48:47+00:00,1,2.0,2.0,19.0,0.0,0.0,0,1
2022-09-01 03:50:00+00:00,1,2.0,2.0,16.0,1.0,0.0,0,1
2022-09-01 03:55:00+00:00,2,10.0,2.0,0.0,1.0,0.0,0,2
2022-09-01 03:55:00+00:00,1,8.0,2.0,10.0,1.0,0.0,0,1
2022-09-01 03:55:00+00:00,0,8.0,2.0,0.0,6.0,0.0,0,0
2022-09-01 04:00:00+00:00,1,9.0,2.0,9.0,2.0,0.0,0,1
2022-09-01 04:00:00+00:00,0,4.0,2.0,15.0,3.0,0.0,0,0
2022-09-01 04:00:00+00:00,2,5.0,2.0,18.0,1.0,0.0,0,2
2022-09-01 04:00:02+00:00,1,0.0,1.0,2.0,0.0,0.0,0,1
2022-09-01 04:05:00+00:00,2,6.0,2.0,32.0,0.0,0.0,0,2
2022-09-01 04:05:00+00:00,0,5.0,2.0,31.0,3.0,0.0,0,0
2022-09-01 04:05:00+00:00,1,4.0,2.0,21.0,1.0,0.0,0,1
2022-09-01 04:10:00+00:00,1,8.0,2.0,27.0,1.0,0.0,0,1
2022-09-01 04:10:00+00:00,2,5.0,2.0,43.0,1.0,0.0,0,2
2022-09-01 04:15:00+00:00,1,8.0,2.0,30.0,1.0,0.0,0,1
2022-09-01 04:20:00+00:00,2,10.0,2.0,3.0,0.0,0.0,0,2
2022-09-01 04:20:00+00:00,1,8.0,2.0,25.0,1.0,0.0,0,1
2022-09-01 04:25:00+00:00,1,8.0,2.0,30.0,1.0,0.0,0,1
2022-09-01 04:25:00+00:00,2,5.0,2.0,17.0,1.0,0.0,0,2
2022-09-01 04:30:00+00:00,2,6.0,2.0,23.0,0.0,0.0,0,2
2022-09-01 04:30:00+00:00,1,8.0,2.0,29.0,2.0,0.0,0,1
2022-09-01 04:35:00+00:00,1,8.0,2.0,35.0,1.0,0.0,0,1
2022-09-01 04:35:00+00:00,2,5.0,2.0,39.0,1.0,0.0,0,2
2022-09-01 04:40:00+00:00,1,8.0,2.0,45.0,1.0,0.0,0,1
2022-09-01 04:45:00+00:00,1,9.0,2.0,29.0,2.0,0.0,0,1
2022-09-01 04:50:00+00:00,1,8.0,2.0,29.0,1.0,0.0,0,1
2022-09-01 04:55:00+00:00,1,8.0,2.0,27.0,1.0,0.0,0,1
2022-09-01 04:55:00+00:00,2,18.0,2.0,10.0,2.0,0.0,0,2
2022-09-01 05:00:00+00:00,1,8.0,2.0,24.0,2.0,0.0,0,1
2022-09-01 05:05:00+00:00,1,8.0,2.0,35.0,1.0,0.0,0,1
2022-09-01 05:05:00+00:00,2,10.0,2.0,10.0,1.0,0.0,0,2
2022-09-01 05:10:00+00:00,2,5.0,2.0,27.0,0.0,0.0,0,2
2022-09-01 05:15:00+00:00,1,8.0,2.0,36.0,2.0,0.0,0,1
2022-09-01 05:15:00+00:00,2,6.0,2.0,45.0,0.0,0.0,0,2
2022-09-01 05:25:00+00:00,2,9.0,2.0,5.0,1.0,0.0,0,2
2022-09-01 05:25:00+00:00,1,16.0,2.0,45.0,2.0,40.68299865722656,0,1
2022-09-01 05:30:00+00:00,1,8.0,2.0,44.0,2.0,0.0,0,1
2022-09-01 05:30:00+00:00,2,6.0,2.0,20.0,1.0,0.0,0,2
2022-09-01 05:35:00+00:00,1,8.0,2.0,49.0,1.0,0.0,0,1
2022-09-01 05:35:00+00:00,2,5.0,2.0,35.0,0.0,0.0,0,2
2022-09-01 05:40:00+00:00,2,5.0,2.0,49.0,1.0,0.0,0,2
2022-09-01 05:45:00+00:00,1,8.0,2.0,11.0,2.0,0.0,0,1
2022-09-01 05:50:00+00:00,2,10.0,2.0,10.0,1.0,0.0,0,2
2022-09-01 05:55:00+00:00,2,5.0,2.0,27.0,0.0,0.0,0,2
2022-09-01 05:55:00+00:00,1,15.0,2.0,41.0,2.0,0.0,0,1
2022-09-01 06:00:00+00:00,2,6.0,2.0,44.0,0.0,0.0,0,2
2022-09-01 06:00:00+00:00,1,8.0,2.0,21.0,2.0,0.0,0,1
2022-09-01 06:05:00+00:00,1,8.0,2.0,32.0,1.0,0.0,0,1
2022-09-01 06:10:00+00:00,2,9.0,2.0,5.0,1.0,0.0,0,2
2022-09-01 06:15:00+00:00,2,6.0,2.0,14.0,1.0,0.0,0,2
2022-09-01 06:15:00+00:00,1,16.0,2.0,37.0,3.0,0.0,0,1
2022-09-01 06:20:00+00:00,2,6.0,2.0,60.0,0.0,60.0,0,2
2022-09-01 06:20:00+00:00,1,11.0,2.0,60.0,2.0,42.100749969482415,0,1
2022-09-01 06:20:00+00:00,0,8.0,2.0,60.0,6.0,60.0,0,0
2022-09-01 06:25:00+00:00,0,4.0,2.0,60.0,3.0,60.0,0,0
2022-09-01 06:25:00+00:00,2,6.0,2.0,60.0,1.0,60.0,0,2
2022-09-01 06:25:00+00:00,1,8.0,2.0,60.0,1.0,42.177284240722656,0,1
2022-09-01 06:30:00+00:00,1,8.0,2.0,60.0,1.0,42.232715606689446,0,1
2022-09-01 06:30:00+00:00,2,5.0,2.0,60.0,0.0,60.0,0,2
2022-09-01 06:30:00+00:00,0,4.0,2.0,60.0,3.0,60.0,0,0
2022-09-01 06:35:00+00:00,2,5.0,2.0,60.0,1.0,60.0,0,2
2022-09-01 06:35:00+00:00,0,5.0,2.0,60.0,3.0,60.0,0,0
2022-09-01 06:35:00+00:00,1,8.0,2.0,60.0,2.0,42.23471450805664,0,1
2022-09-01 06:40:00+00:00,0,4.0,2.0,60.0,3.0,60.0,0,0
2022-09-01 06:40:00+00:00,1,8.0,2.0,60.0,1.0,42.11785888671875,0,1
2022-09-01 06:40:00+00:00,2,6.0,2.0,60.0,0.0,60.0,0,2
2022-09-01 06:45:00+00:00,2,5.0,2.0,2.0,1.0,0.0,0,2
2022-09-01 06:45:00+00:00,0,5.0,2.0,15.0,3.0,0.0,0,0
2022-09-01 06:50:00+00:00,2,5.0,2.0,14.0,0.0,0.0,0,2
2022-09-01 06:50:00+00:00,0,4.0,2.0,29.0,2.0,0.0,0,0
2022-09-01 06:55:00+00:00,2,6.0,2.0,3.0,0.0,0.0,0,2
2022-09-01 06:55:00+00:00,0,5.0,2.0,42.0,4.0,0.0,0,0
2022-09-01 06:55:00+00:00,1,22.0,2.0,39.0,4.0,0.0,0,1
2022-09-01 07:00:00+00:00,2,5.0,2.0,24.0,1.0,0.0,0,2
2022-09-01 07:05:00+00:00,0,8.0,2.0,3.0,5.0,0.0,0,0
2022-09-01 07:05:00+00:00,1,16.0,2.0,18.0,3.0,0.0,0,1
2022-09-01 07:05:00+00:00,2,5.0,2.0,24.0,0.0,0.0,0,2
2022-09-01 07:10:00+00:00,2,6.0,2.0,13.0,1.0,0.0,0,2
2022-09-01 07:10:00+00:00,1,8.0,2.0,3.0,1.0,0.0,0,1
2022-09-01 07:10:00+00:00,0,4.0,2.0,19.0,3.0,0.0,0,0
2022-09-01 07:15:00+00:00,2,5.0,2.0,14.0,0.0,0.0,0,2
2022-09-01 07:15:00+00:00,1,8.0,2.0,36.0,1.0,0.0,0,1
2022-09-01 07:15:00+00:00,0,5.0,2.0,24.0,3.0,0.0,0,0
2022-09-01 07:20:00+00:00,2,5.0,2.0,19.0,1.0,0.0,0,2
2022-09-01 07:20:00+00:00,1,8.0,2.0,40.0,2.0,0.0,0,1
2022-09-01 07:20:00+00:00,0,4.0,2.0,40.0,3.0,0.0,0,0
2022-09-01 07:25:00+00:00,2,6.0,2.0,26.0,0.0,0.0,0,2
2022-09-01 07:30:00+00:00,0,8.0,2.0,0.0,6.0,0.0,0,0
2022-09-01 07:30:00+00:00,2,5.0,2.0,25.0,1.0,0.0,0,2
2022-09-01 07:35:00+00:00,0,5.0,2.0,5.0,3.0,0.0,0,0
2022-09-01 07:35:00+00:00,2,5.0,2.0,26.0,0.0,0.0,0,2
2022-09-01 07:40:00+00:00,1,8.0,2.0,7.0,1.0,0.0,0,1
2022-09-01 07:40:00+00:00,0,4.0,2.0,21.0,3.0,0.0,0,0
2022-09-01 07:40:00+00:00,2,4.0,2.0,30.0,0.0,0.0,0,2
2022-09-01 07:45:00+00:00,2,5.0,2.0,27.0,1.0,0.0,0,2
2022-09-01 07:45:00+00:00,1,8.0,2.0,19.0,1.0,0.0,0,1
2022-09-01 07:45:00+00:00,0,4.0,2.0,37.0,3.0,0.0,0,0
2022-09-01 07:50:00+00:00,2,6.0,2.0,44.0,0.0,0.0,0,2
2022-09-01 07:50:00+00:00,1,8.0,2.0,35.0,1.0,0.0,0,1
2022-09-01 07:55:00+00:00,1,8.0,2.0,49.0,2.0,0.0,0,1
2022-09-01 08:00:00+00:00,2,10.0,2.0,29.0,1.0,0.0,0,2
2022-09-01 08:00:00+00:00,0,5.0,2.0,17.0,3.0,0.0,0,0
2022-09-01 08:05:00+00:00,2,5.0,2.0,42.0,1.0,0.0,0,2
2022-09-01 08:05:00+00:00,0,4.0,2.0,33.0,3.0,0.0,0,0
2022-09-01 08:10:00+00:00,0,5.0,2.0,48.0,3.0,0.0,0,0
2022-09-01 08:10:00+00:00,2,5.0,2.0,46.0,0.0,0.0,0,2
2022-09-01 08:15:00+00:00,1,29.0,2.0,3.0,5.0,0.0,0,1
2022-09-01 08:20:00+00:00,0,8.0,2.0,6.0,6.0,0.0,0,0
2022-09-01 08:25:00+00:00,0,4.0,2.0,25.0,3.0,0.0,0,0
2022-09-01 08:25:00+00:00,1,16.0,2.0,17.0,3.0,0.0,0,1
2022-09-01 08:30:00+00:00,2,19.0,2.0,7.0,2.0,0.0,0,2
2022-09-01 08:30:00+00:00,0,5.0,2.0,31.0,3.0,0.0,0,0
2022-09-01 08:35:00+00:00,0,4.0,2.0,48.0,3.0,0.0,0,0
2022-09-01 08:35:00+00:00,2,5.0,2.0,15.0,0.0,0.0,0,2
2022-09-01 08:40:00+00:00,1,22.0,2.0,23.0,4.0,0.0,0,1
2022-09-01 08:40:00+00:00,2,5.0,2.0,34.0,1.0,0.0,0,2
2022-09-01 08:45:00+00:00,1,8.0,2.0,12.0,1.0,0.0,0,1
2022-09-01 08:45:00+00:00,0,4.0,2.0,17.0,3.0,0.0,0,0
2022-09-01 08:45:00+00:00,2,6.0,2.0,44.0,0.0,0.0,0,2
2022-09-01 08:50:00+00:00,1,8.0,2.0,8.0,1.0,0.0,0,1
2022-09-01 08:50:00+00:00,0,5.0,2.0,37.0,3.0,0.0,0,0
2022-09-01 08:55:00+00:00,1,8.0,2.0,17.0,2.0,0.0,0,1
2022-09-01 09:00:00+00:00,0,8.0,2.0,1.0,6.0,0.0,0,0
2022-09-01 09:00:00+00:00,1,8.0,2.0,19.0,1.0,0.0,0,1
2022-09-01 09:00:00+00:00,2,6.0,2.0,10.0,1.0,0.0,0,2
2022-09-01 09:05:00+00:00,0,4.0,2.0,17.0,3.0,0.0,0,0
2022-09-01 09:05:22+00:00,2,3.0,3.0,15.0,0.0,0.0,1,2
2022-09-01 09:06:57+00:00,2,0.0,1.0,38.0,0.0,0.0,0,2
2022-09-01 09:07:36+00:00,2,0.0,2.0,7.0,0.0,0.0,0,2
2022-09-01 09:07:40+00:00,2,0.0,1.0,4.0,0.0,0.0,0,2
2022-09-01 09:07:43+00:00,2,0.0,2.0,3.0,0.0,0.0,0,2
2022-09-01 09:10:00+00:00,2,3.0,2.0,8.0,0.0,0.0,0,2
2022-09-01 09:10:00+00:00,0,4.0,2.0,22.0,3.0,0.0,0,0
2022-09-01 09:12:59+00:00,2,2.0,1.0,35.0,0.0,0.0,0,2
2022-09-01 09:14:22+00:00,2,0.0,2.0,48.0,1.0,0.0,0,2
2022-09-01 09:15:00+00:00,0,5.0,2.0,40.0,3.0,0.0,0,0
2022-09-01 09:15:00+00:00,1,15.0,2.0,11.0,3.0,0.0,0,1
2022-09-01 09:15:00+00:00,2,2.0,2.0,14.0,0.0,0.0,0,2
2022-09-01 09:20:00+00:00,1,8.0,2.0,21.0,1.0,0.0,0,1
2022-09-01 09:20:00+00:00,2,5.0,2.0,32.0,0.0,0.0,0,2
2022-09-01 09:25:00+00:00,1,8.0,2.0,16.0,2.0,0.0,0,1
2022-09-01 09:25:00+00:00,0,8.0,2.0,1.0,5.0,0.0,0,0
2022-09-01 09:25:00+00:00,2,6.0,2.0,48.0,0.0,0.0,0,2
2022-09-01 09:30:00+00:00,1,8.0,2.0,2.0,1.0,0.0,0,1
2022-09-01 09:30:00+00:00,0,4.0,2.0,18.0,3.0,0.0,0,0
2022-09-01 09:35:00+00:00,2,5.0,2.0,12.0,0.0,0.0,0,2
2022-09-01 09:35:00+00:00,0,5.0,2.0,36.0,3.0,0.0,0,0
2022-09-01 09:35:00+00:00,1,8.0,2.0,3.0,1.0,0.0,0,1
2022-09-01 09:40:00+00:00,2,6.0,2.0,3.0,1.0,0.0,0,2
2022-09-01 09:40:00+00:00,1,8.0,2.0,6.0,2.0,0.0,0,1
2022-09-01 09:45:00+00:00,0,8.0,2.0,3.0,6.0,0.0,0,0
2022-09-01 09:45:00+00:00,1,8.0,2.0,6.0,1.0,0.0,0,1
2022-09-01 09:45:00+00:00,2,5.0,2.0,14.0,0.0,0.0,0,2
2022-09-01 09:50:00+00:00,1,8.0,2.0,6.0,1.0,0.0,0,1
2022-09-01 09:50:00+00:00,0,4.0,2.0,19.0,3.0,0.0,0,0
2022-09-01 09:50:00+00:00,2,5.0,2.0,30.0,1.0,0.0,0,2
2022-09-01 09:55:00+00:00,2,6.0,2.0,39.0,0.0,0.0,0,2
2022-09-01 09:55:00+00:00,1,9.0,2.0,3.0,2.0,0.0,0,1
2022-09-01 09:55:00+00:00,0,5.0,2.0,34.0,3.0,0.0,0,0
2022-09-01 10:00:00+00:00,1,8.0,2.0,2.0,1.0,0.0,0,1
